Country of residence,Origin,YearMonth,Values
France,Central African Rep.,1999.5833333333333,22
France,Central African Rep.,1999.6666666666667,22
France,Central African Rep.,1999.75,29
France,Central African Rep.,1999.8333333333333,39
France,Central African Rep.,1999.9166666666667,40
Germany,Central African Rep.,1999.0833333333333,1
Germany,Central African Rep.,1999.3333333333333,1
Ireland,Central African Rep.,1999.8333333333333,7
Ireland,Central African Rep.,1999.9166666666667,1
Netherlands,Central African Rep.,1999.5,1
Netherlands,Central African Rep.,1999.6666666666667,1
Netherlands,Central African Rep.,1999.75,2
Switzerland,Central African Rep.,1999.0833333333333,1
Switzerland,Central African Rep.,1999.1666666666667,1
Belgium,Central African Rep.,2000.0,1
Belgium,Central African Rep.,2000.1666666666667,1
Belgium,Central African Rep.,2000.25,1
Belgium,Central African Rep.,2000.3333333333333,2
Belgium,Central African Rep.,2000.4166666666667,1
Belgium,Central African Rep.,2000.5,2
Belgium,Central African Rep.,2000.5833333333333,2
Canada,Central African Rep.,2000.1666666666667,1
Canada,Central African Rep.,2000.5833333333333,2
Canada,Central African Rep.,2000.6666666666667,1
France,Central African Rep.,2000.0,44
France,Central African Rep.,2000.0833333333333,40
France,Central African Rep.,2000.1666666666667,38
France,Central African Rep.,2000.25,25
France,Central African Rep.,2000.3333333333333,22
France,Central African Rep.,2000.4166666666667,20
France,Central African Rep.,2000.5,29
France,Central African Rep.,2000.5833333333333,21
France,Central African Rep.,2000.6666666666667,13
France,Central African Rep.,2000.75,21
France,Central African Rep.,2000.8333333333333,26
France,Central African Rep.,2000.9166666666667,17
Germany,Central African Rep.,2000.0833333333333,1
Germany,Central African Rep.,2000.9166666666667,1
Netherlands,Central African Rep.,2000.6666666666667,4
Spain,Central African Rep.,2000.9166666666667,1
Switzerland,Central African Rep.,2000.6666666666667,1
USA (EOIR),Central African Rep.,2000.9166666666667,1
Belgium,Central African Rep.,2001.0833333333333,1
Belgium,Central African Rep.,2001.1666666666667,1
Belgium,Central African Rep.,2001.3333333333333,1
Belgium,Central African Rep.,2001.4166666666667,5
Belgium,Central African Rep.,2001.5833333333333,1
Belgium,Central African Rep.,2001.6666666666667,4
Belgium,Central African Rep.,2001.9166666666667,2
Canada,Central African Rep.,2001.0,1
Canada,Central African Rep.,2001.0833333333333,4
Canada,Central African Rep.,2001.25,1
Canada,Central African Rep.,2001.3333333333333,3
Canada,Central African Rep.,2001.5,9
Canada,Central African Rep.,2001.6666666666667,1
Canada,Central African Rep.,2001.75,2
Czech Rep.,Central African Rep.,2001.5,1
Finland,Central African Rep.,2001.4166666666667,1
France,Central African Rep.,2001.0,18
France,Central African Rep.,2001.0833333333333,19
France,Central African Rep.,2001.1666666666667,26
France,Central African Rep.,2001.25,25
France,Central African Rep.,2001.3333333333333,8
France,Central African Rep.,2001.4166666666667,16
France,Central African Rep.,2001.5,43
France,Central African Rep.,2001.5833333333333,46
France,Central African Rep.,2001.6666666666667,37
France,Central African Rep.,2001.75,54
France,Central African Rep.,2001.8333333333333,48
France,Central African Rep.,2001.9166666666667,62
Germany,Central African Rep.,2001.4166666666667,1
Germany,Central African Rep.,2001.5833333333333,1
Germany,Central African Rep.,2001.9166666666667,2
Netherlands,Central African Rep.,2001.0,1
Netherlands,Central African Rep.,2001.4166666666667,1
Romania,Central African Rep.,2001.3333333333333,1
Switzerland,Central African Rep.,2001.5,1
Switzerland,Central African Rep.,2001.6666666666667,1
Switzerland,Central African Rep.,2001.75,2
USA (INS/DHS),Central African Rep.,2001.8333333333333,10
Belgium,Central African Rep.,2002.0,1
Belgium,Central African Rep.,2002.0833333333333,3
Belgium,Central African Rep.,2002.3333333333333,2
Belgium,Central African Rep.,2002.5833333333333,1
Belgium,Central African Rep.,2002.6666666666667,1
Belgium,Central African Rep.,2002.8333333333333,3
Belgium,Central African Rep.,2002.9166666666667,1
Canada,Central African Rep.,2002.0,1
Canada,Central African Rep.,2002.1666666666667,2
Canada,Central African Rep.,2002.25,2
Canada,Central African Rep.,2002.3333333333333,3
Canada,Central African Rep.,2002.4166666666667,3
Canada,Central African Rep.,2002.8333333333333,2
Canada,Central African Rep.,2002.9166666666667,2
France,Central African Rep.,2002.0,58
France,Central African Rep.,2002.0833333333333,44
France,Central African Rep.,2002.1666666666667,60
France,Central African Rep.,2002.25,47
France,Central African Rep.,2002.3333333333333,39
France,Central African Rep.,2002.4166666666667,36
France,Central African Rep.,2002.5,30
France,Central African Rep.,2002.5833333333333,29
France,Central African Rep.,2002.6666666666667,23
France,Central African Rep.,2002.75,34
France,Central African Rep.,2002.8333333333333,25
France,Central African Rep.,2002.9166666666667,31
Germany,Central African Rep.,2002.0,1
Germany,Central African Rep.,2002.0833333333333,1
Germany,Central African Rep.,2002.4166666666667,1
Germany,Central African Rep.,2002.5,1
Germany,Central African Rep.,2002.9166666666667,1
Ireland,Central African Rep.,2002.25,1
Japan,Central African Rep.,2002.5833333333333,1
Netherlands,Central African Rep.,2002.0,1
Romania,Central African Rep.,2002.8333333333333,1
Spain,Central African Rep.,2002.25,1
Sweden,Central African Rep.,2002.75,1
Switzerland,Central African Rep.,2002.5,1
Switzerland,Central African Rep.,2002.9166666666667,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2002.8333333333333,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2002.9166666666667,3
USA (EOIR),Central African Rep.,2002.3333333333333,1
USA (EOIR),Central African Rep.,2002.4166666666667,1
USA (EOIR),Central African Rep.,2002.5833333333333,2
USA (EOIR),Central African Rep.,2002.6666666666667,1
USA (INS/DHS),Central African Rep.,2002.0,11
USA (INS/DHS),Central African Rep.,2002.25,11
USA (INS/DHS),Central African Rep.,2002.5833333333333,12
USA (INS/DHS),Central African Rep.,2002.6666666666667,14
USA (INS/DHS),Central African Rep.,2002.75,10
USA (INS/DHS),Central African Rep.,2002.8333333333333,12
USA (INS/DHS),Central African Rep.,2002.9166666666667,8
Belgium,Central African Rep.,2003.0,2
Belgium,Central African Rep.,2003.25,1
Belgium,Central African Rep.,2003.3333333333333,5
Belgium,Central African Rep.,2003.5,1
Belgium,Central African Rep.,2003.5833333333333,1
Belgium,Central African Rep.,2003.6666666666667,1
Belgium,Central African Rep.,2003.8333333333333,1
Belgium,Central African Rep.,2003.9166666666667,1
Canada,Central African Rep.,2003.0,3
Canada,Central African Rep.,2003.0833333333333,2
Canada,Central African Rep.,2003.1666666666667,1
Canada,Central African Rep.,2003.25,7
Canada,Central African Rep.,2003.3333333333333,1
Canada,Central African Rep.,2003.5,1
Canada,Central African Rep.,2003.5833333333333,1
Canada,Central African Rep.,2003.75,2
France,Central African Rep.,2003.0,31
France,Central African Rep.,2003.0833333333333,40
France,Central African Rep.,2003.1666666666667,41
France,Central African Rep.,2003.25,42
France,Central African Rep.,2003.3333333333333,32
France,Central African Rep.,2003.4166666666667,48
France,Central African Rep.,2003.5,26
France,Central African Rep.,2003.5833333333333,12
France,Central African Rep.,2003.6666666666667,20
France,Central African Rep.,2003.75,36
France,Central African Rep.,2003.8333333333333,24
France,Central African Rep.,2003.9166666666667,29
Germany,Central African Rep.,2003.1666666666667,1
Germany,Central African Rep.,2003.25,3
Germany,Central African Rep.,2003.3333333333333,1
Germany,Central African Rep.,2003.5,1
Ireland,Central African Rep.,2003.5833333333333,1
Netherlands,Central African Rep.,2003.3333333333333,3
Netherlands,Central African Rep.,2003.5,2
Portugal,Central African Rep.,2003.3333333333333,2
Romania,Central African Rep.,2003.75,6
Spain,Central African Rep.,2003.8333333333333,2
Spain,Central African Rep.,2003.9166666666667,4
Switzerland,Central African Rep.,2003.25,1
Switzerland,Central African Rep.,2003.4166666666667,1
Switzerland,Central African Rep.,2003.5,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2003.0833333333333,2
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2003.1666666666667,2
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2003.25,3
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2003.3333333333333,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2003.6666666666667,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2003.75,2
USA (EOIR),Central African Rep.,2003.0,1
USA (EOIR),Central African Rep.,2003.4166666666667,1
USA (EOIR),Central African Rep.,2003.75,1
USA (INS/DHS),Central African Rep.,2003.0833333333333,8
USA (INS/DHS),Central African Rep.,2003.1666666666667,7
USA (INS/DHS),Central African Rep.,2003.25,10
USA (INS/DHS),Central African Rep.,2003.3333333333333,7
USA (INS/DHS),Central African Rep.,2003.4166666666667,7
USA (INS/DHS),Central African Rep.,2003.5,6
Belgium,Central African Rep.,2004.0833333333333,1
Belgium,Central African Rep.,2004.1666666666667,1
Belgium,Central African Rep.,2004.25,1
Belgium,Central African Rep.,2004.4166666666667,1
Belgium,Central African Rep.,2004.5833333333333,1
Belgium,Central African Rep.,2004.6666666666667,1
Canada,Central African Rep.,2004.0833333333333,2
Canada,Central African Rep.,2004.1666666666667,1
Canada,Central African Rep.,2004.5,1
Canada,Central African Rep.,2004.5833333333333,3
Canada,Central African Rep.,2004.6666666666667,2
Canada,Central African Rep.,2004.8333333333333,2
France,Central African Rep.,2004.0,25
France,Central African Rep.,2004.0833333333333,39
France,Central African Rep.,2004.1666666666667,18
France,Central African Rep.,2004.25,18
France,Central African Rep.,2004.3333333333333,10
France,Central African Rep.,2004.4166666666667,12
France,Central African Rep.,2004.5,20
France,Central African Rep.,2004.5833333333333,24
France,Central African Rep.,2004.6666666666667,14
France,Central African Rep.,2004.75,14
France,Central African Rep.,2004.8333333333333,27
France,Central African Rep.,2004.9166666666667,25
Netherlands,Central African Rep.,2004.25,2
Netherlands,Central African Rep.,2004.4166666666667,1
Romania,Central African Rep.,2004.3333333333333,1
Spain,Central African Rep.,2004.0,3
Spain,Central African Rep.,2004.1666666666667,1
Spain,Central African Rep.,2004.3333333333333,5
Spain,Central African Rep.,2004.5833333333333,1
Spain,Central African Rep.,2004.6666666666667,1
Spain,Central African Rep.,2004.75,1
Switzerland,Central African Rep.,2004.0,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2004.0,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2004.0833333333333,1
USA (EOIR),Central African Rep.,2004.1666666666667,1
USA (EOIR),Central African Rep.,2004.3333333333333,1
USA (EOIR),Central African Rep.,2004.9166666666667,1
USA (INS/DHS),Central African Rep.,2004.6666666666667,6
USA (INS/DHS),Central African Rep.,2004.8333333333333,5
USA (INS/DHS),Central African Rep.,2004.9166666666667,6
Belgium,Central African Rep.,2005.1666666666667,2
Belgium,Central African Rep.,2005.5833333333333,1
Belgium,Central African Rep.,2005.8333333333333,1
Belgium,Central African Rep.,2005.9166666666667,1
Canada,Central African Rep.,2005.1666666666667,1
Canada,Central African Rep.,2005.4166666666667,1
Canada,Central African Rep.,2005.5833333333333,1
Canada,Central African Rep.,2005.75,1
France,Central African Rep.,2005.0,10
France,Central African Rep.,2005.0833333333333,23
France,Central African Rep.,2005.1666666666667,12
France,Central African Rep.,2005.25,5
France,Central African Rep.,2005.3333333333333,9
France,Central African Rep.,2005.4166666666667,13
France,Central African Rep.,2005.5,11
France,Central African Rep.,2005.5833333333333,10
France,Central African Rep.,2005.6666666666667,7
France,Central African Rep.,2005.75,15
France,Central African Rep.,2005.8333333333333,26
France,Central African Rep.,2005.9166666666667,9
Germany,Central African Rep.,2005.5,1
Hungary,Central African Rep.,2005.75,1
Ireland,Central African Rep.,2005.9166666666667,1
Netherlands,Central African Rep.,2005.3333333333333,1
Netherlands,Central African Rep.,2005.8333333333333,1
Spain,Central African Rep.,2005.5,1
Spain,Central African Rep.,2005.6666666666667,1
Spain,Central African Rep.,2005.9166666666667,1
Sweden,Central African Rep.,2005.1666666666667,1
Switzerland,Central African Rep.,2005.5833333333333,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2005.3333333333333,2
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2005.5,1
USA (EOIR),Central African Rep.,2005.3333333333333,1
USA (EOIR),Central African Rep.,2005.75,1
USA (INS/DHS),Central African Rep.,2005.0,2
USA (INS/DHS),Central African Rep.,2005.3333333333333,3
USA (INS/DHS),Central African Rep.,2005.4166666666667,2
USA (INS/DHS),Central African Rep.,2005.5,2
USA (INS/DHS),Central African Rep.,2005.6666666666667,1
USA (INS/DHS),Central African Rep.,2005.75,1
USA (INS/DHS),Central African Rep.,2005.9166666666667,3
Austria,Central African Rep.,2006.0,1
Belgium,Central African Rep.,2006.0833333333333,1
Belgium,Central African Rep.,2006.1666666666667,1
Belgium,Central African Rep.,2006.4166666666667,1
Belgium,Central African Rep.,2006.6666666666667,1
Belgium,Central African Rep.,2006.75,1
Belgium,Central African Rep.,2006.8333333333333,1
Canada,Central African Rep.,2006.5833333333333,1
Canada,Central African Rep.,2006.75,1
France,Central African Rep.,2006.0,20
France,Central African Rep.,2006.0833333333333,30
France,Central African Rep.,2006.1666666666667,26
France,Central African Rep.,2006.25,14
France,Central African Rep.,2006.3333333333333,19
France,Central African Rep.,2006.4166666666667,21
France,Central African Rep.,2006.5,8
France,Central African Rep.,2006.5833333333333,18
France,Central African Rep.,2006.6666666666667,13
France,Central African Rep.,2006.75,14
France,Central African Rep.,2006.8333333333333,13
France,Central African Rep.,2006.9166666666667,19
Germany,Central African Rep.,2006.9166666666667,1
Netherlands,Central African Rep.,2006.0833333333333,1
Netherlands,Central African Rep.,2006.1666666666667,1
Norway,Central African Rep.,2006.6666666666667,1
Switzerland,Central African Rep.,2006.75,2
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2006.0,5
USA (EOIR),Central African Rep.,2006.5,1
USA (EOIR),Central African Rep.,2006.9166666666667,1
USA (INS/DHS),Central African Rep.,2006.0833333333333,1
USA (INS/DHS),Central African Rep.,2006.1666666666667,2
USA (INS/DHS),Central African Rep.,2006.25,2
USA (INS/DHS),Central African Rep.,2006.3333333333333,2
USA (INS/DHS),Central African Rep.,2006.4166666666667,1
USA (INS/DHS),Central African Rep.,2006.6666666666667,1
USA (INS/DHS),Central African Rep.,2006.9166666666667,1
Belgium,Central African Rep.,2007.0,1
Belgium,Central African Rep.,2007.8333333333333,1
Canada,Central African Rep.,2007.0,1
Canada,Central African Rep.,2007.25,1
Canada,Central African Rep.,2007.3333333333333,2
Canada,Central African Rep.,2007.4166666666667,2
Canada,Central African Rep.,2007.6666666666667,1
France,Central African Rep.,2007.0,10
France,Central African Rep.,2007.0833333333333,21
France,Central African Rep.,2007.1666666666667,27
France,Central African Rep.,2007.25,17
France,Central African Rep.,2007.3333333333333,19
France,Central African Rep.,2007.4166666666667,19
France,Central African Rep.,2007.5,17
France,Central African Rep.,2007.5833333333333,19
France,Central African Rep.,2007.6666666666667,9
France,Central African Rep.,2007.75,16
France,Central African Rep.,2007.8333333333333,16
France,Central African Rep.,2007.9166666666667,16
Germany,Central African Rep.,2007.5833333333333,1
Ireland,Central African Rep.,2007.0833333333333,2
Luxembourg,Central African Rep.,2007.4166666666667,1
Netherlands,Central African Rep.,2007.5,1
Norway,Central African Rep.,2007.1666666666667,1
Spain,Central African Rep.,2007.5833333333333,1
Spain,Central African Rep.,2007.8333333333333,1
Sweden,Central African Rep.,2007.0833333333333,2
Switzerland,Central African Rep.,2007.25,1
Switzerland,Central African Rep.,2007.3333333333333,1
Turkey,Central African Rep.,2007.75,2
Turkey,Central African Rep.,2007.8333333333333,2
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2007.0,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2007.3333333333333,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2007.8333333333333,1
USA (EOIR),Central African Rep.,2007.1666666666667,1
USA (EOIR),Central African Rep.,2007.4166666666667,1
USA (EOIR),Central African Rep.,2007.6666666666667,1
USA (EOIR),Central African Rep.,2007.75,1
USA (EOIR),Central African Rep.,2007.8333333333333,1
USA (INS/DHS),Central African Rep.,2007.0,1
USA (INS/DHS),Central African Rep.,2007.0833333333333,2
USA (INS/DHS),Central African Rep.,2007.1666666666667,1
USA (INS/DHS),Central African Rep.,2007.25,2
USA (INS/DHS),Central African Rep.,2007.4166666666667,4
USA (INS/DHS),Central African Rep.,2007.5,3
USA (INS/DHS),Central African Rep.,2007.6666666666667,1
USA (INS/DHS),Central African Rep.,2007.75,2
USA (INS/DHS),Central African Rep.,2007.8333333333333,1
USA (INS/DHS),Central African Rep.,2007.9166666666667,2
Belgium,Central African Rep.,2008.0,1
Belgium,Central African Rep.,2008.0833333333333,2
Belgium,Central African Rep.,2008.4166666666667,1
Belgium,Central African Rep.,2008.6666666666667,1
Belgium,Central African Rep.,2008.75,2
Canada,Central African Rep.,2008.0833333333333,1
Canada,Central African Rep.,2008.75,1
France,Central African Rep.,2008.0,9
France,Central African Rep.,2008.0833333333333,11
France,Central African Rep.,2008.1666666666667,6
France,Central African Rep.,2008.25,7
France,Central African Rep.,2008.3333333333333,8
France,Central African Rep.,2008.4166666666667,12
France,Central African Rep.,2008.5,4
France,Central African Rep.,2008.5833333333333,5
France,Central African Rep.,2008.6666666666667,4
France,Central African Rep.,2008.75,12
France,Central African Rep.,2008.8333333333333,12
France,Central African Rep.,2008.9166666666667,14
Italy,Central African Rep.,2008.0,7
Italy,Central African Rep.,2008.0833333333333,2
Italy,Central African Rep.,2008.1666666666667,13
Italy,Central African Rep.,2008.25,5
Italy,Central African Rep.,2008.5,5
Italy,Central African Rep.,2008.5833333333333,4
Italy,Central African Rep.,2008.6666666666667,5
Italy,Central African Rep.,2008.75,5
Italy,Central African Rep.,2008.8333333333333,14
Italy,Central African Rep.,2008.9166666666667,2
Luxembourg,Central African Rep.,2008.0833333333333,1
Netherlands,Central African Rep.,2008.4166666666667,1
Spain,Central African Rep.,2008.0833333333333,1
Sweden,Central African Rep.,2008.0833333333333,1
Switzerland,Central African Rep.,2008.5,1
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2008.0833333333333,1
USA (EOIR),Central African Rep.,2008.0833333333333,1
USA (EOIR),Central African Rep.,2008.1666666666667,3
USA (EOIR),Central African Rep.,2008.3333333333333,1
USA (EOIR),Central African Rep.,2008.5833333333333,2
USA (EOIR),Central African Rep.,2008.75,5
USA (EOIR),Central African Rep.,2008.8333333333333,1
USA (EOIR),Central African Rep.,2008.9166666666667,1
USA (INS/DHS),Central African Rep.,2008.0,4
USA (INS/DHS),Central African Rep.,2008.0833333333333,6
